contentId	titleName	versionFileUri
UP0002-PPSA01628_00-CODCWTHEGAME0001	Call of Duty®: Black Ops Cold War	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01628_00/c3b86344-f439-477e-b5f6-fd1daad00ed0-version.xml
EP2377-PPSA01735_00-PLANETCOASTER000	Planet Coaster	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01735_00/1161facb-2845-47c7-af1e-81404dc00637-version.xml
UP2514-PPSA01736_00-PLANETCOASTER000	Planet Coaster	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01736_00/8d426b3e-d689-4712-88e7-7543f5a16a90-version.xml
UP2097-PPSA01737_00-WARFRAMEPS500000	Warframe	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01737_00/5ce04010-093d-4478-9d67-3387ac3cdb3d-version.xml
UP3864-PPSA01800_00-TEMTEM000000000A	Temtem	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01800_00/040a2f09-333a-44cb-bb25-dfbdbaafaceb-version.xml
UP2470-PPSA01825_00-PATHLESSSIEA0000	The Pathless	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01825_00/65724500-c485-4117-b31c-e7e905e7493f-version.xml
EP2333-PPSA01826_00-PATHLESSSIEE0000	The Pathless	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01826_00/f5d50082-c248-4137-8583-df9e290cfe0f-version.xml
UP0115-PPSA01861_00-MANEATER00000001	Maneater	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01861_00/0dc09abf-89df-45f0-9ea4-0ceb9cf7df96-version.xml
EP0114-PPSA01862_00-MANEATER00000001	Maneater	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01862_00/6cf20cc0-645f-4fcc-b5c8-092679f5cef0-version.xml
UP1477-PPSA01922_00-FORTNITETESTING2	Fortnite	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01922_00/cbafb8dc-c780-4137-af2c-2aa0a8e2afc2-version.xml
EP1464-PPSA01923_00-FORTNITETESTING2	Fortnite	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01923_00/b2cabdbe-d5f2-43e1-a108-5b95f380fbdd-version.xml
UP0177-PPSA01937_00-TENPEXTENPEX0000	Puyo Puyo™ Tetris® 2	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01937_00/8f19d4a5-9f5c-4985-ae87-ecfa34c660bd-version.xml
EP0177-PPSA01938_00-TENPEXTENPEX0000	Puyo Puyo™ Tetris® 2	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01938_00/4e0bf9a8-b989-424f-85e0-4dd58676e1f9-version.xml
EP4432-PPSA01948_00-5311322004715828	War Thunder	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01948_00/eb9c490e-13d0-4329-a8bf-e48e5d4c74da-version.xml
UP4432-PPSA01950_00-2173548409910606	War Thunder	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01950_00/8f1497d1-4693-4493-8b59-01248ffd020e-version.xml
EP2097-PPSA01980_00-7357509687265755	Warframe	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01980_00/037d5d41-db9e-4b39-8a0c-aff78b557559-version.xml
UP3509-PPSA02048_00-DEADBYDAYLIGHT00	Dead by Daylight	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02048_00/47a0c194-46c9-4547-b82f-aaaf7340cb49-version.xml
EP3367-PPSA02049_00-DEADBYDAYLIGHT00	Dead by Daylight	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02049_00/8ebb13e7-a984-403f-9c9b-e541f8f7c47d-version.xml
JP9201-PPSA02052_00-CODCWTHEGAME0001	Call of Duty®: Black Ops Cold War	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02052_00/b2ddaa07-27be-4a2a-b5e0-38d0067b2fdd-version.xml
HP0106-PPSA02095_00-RYZA200000MASTER	萊莎的鍊金工房２ ～失落傳說與秘密妖精～	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02095_00/abed899f-ce21-401f-a163-f7ada9371ff4-version.xml
JP0106-PPSA02097_00-RYZA200000MASTER	ライザのアトリエ２ ～失われた伝承と秘密の妖精～	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02097_00/7ed8dae4-b306-4cab-8e66-06ae1a0787d9-version.xml
UP2034-PPSA02110_00-NOMANSSKYHG00001	No Man's Sky	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02110_00/f4cb6658-c16e-4751-a2e1-fec2afa2725a-version.xml
JP0020-PPSA02111_00-NOMANSSKYHG00001	No Man's Sky	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02111_00/7fbd2f49-a049-4ec2-83f5-a864fc41c727-version.xml
HP2034-PPSA02112_00-NOMANSSKYHG00001	No Man's Sky	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02112_00/ccc4d637-789f-4156-bfea-60425c4e164d-version.xml
EP4176-PPSA02117_00-OBSERVER0SR00000	Observer: System Redux	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02117_00/fd6e2163-ffe7-4032-b69d-a6166a5de301-version.xml
UP4176-PPSA02118_00-OBSERVER0SR00000	Observer: System Redux	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02118_00/79db9d1a-0388-4356-b2dc-5791ab749471-version.xml
JP1201-PPSA02190_00-8765687607573553	War Thunder	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02190_00/cac36118-d25c-4e62-a92c-29217841d5de-version.xml
UP1260-PPSA02306_00-SPIRITPS5SIEA001	Spirit of the North: Enhanced Edition	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02306_00/84f670bc-edde-4891-9cdb-ce0fd951705b-version.xml
JP0141-PPSA02323_00-8148339690872080	Warframe	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02323_00/872fbda4-724c-4a28-915b-4ec801a3966f-version.xml
JP0177-PPSA02329_00-TENPEXTENPEXDEMO	Puyo Puyo™ Tetris® 2 Demo Version	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02329_00/01217667-2fea-4a9e-a031-84d772d13311-version.xml
UP0002-PPSA02409_00-DESTINYTHEGAME02	Destiny 2	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02409_00/e10c70a7-b498-417e-a8af-3bf567f09693-version.xml
EP0002-PPSA02410_00-DESTINYTHEGAME02	Destiny 2	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02410_00/ae9740e2-acc7-48b9-8d6e-88d61d721314-version.xml
JP9200-PPSA02411_00-DESTINYTHEGAME02	Destiny 2	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02411_00/8614e1f0-62db-4547-aede-486022054e5d-version.xml
JP1201-PPSA02189_00-7950242514954200	CRSED	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02189_00/91be301a-f659-4403-82f0-91773fe7b592-version.xml
EP4432-PPSA01965_00-2179514901178236	CRSED	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01965_00/9c0e63f7-cf16-477d-aaf2-604babbc8899-version.xml
UP4432-PPSA01966_00-7443176555436739	CRSED	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01966_00/e8e6033b-54ad-46fe-b0e7-4a26fd831c32-version.xml
JP0031-PPSA01565_00-GOGOGOJIGENNEPR1	Go!Go!5次元GAME ネプテューヌ re★Verse	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01565_00/3829e5d1-31fb-45c6-893f-267883e43ac0-version.xml
EP4908-PPSA01908_00-OVERRIDEBASEGAME	Override 2: Super Mech League	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01908_00/3473168a-0437-4a58-bd31-ff4a24ec4810-version.xml
UP4735-PPSA01907_00-OVERRIDEBASEGAME	Override 2: Super Mech League	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01907_00/540cdc79-cf13-4f74-bc10-e107a4e61c3e-version.xml
JP1511-PPSA01539_00-BSNAX27592500802	Bugsnax	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01539_00/f72dbf58-53ca-4c6a-9e4c-0f240b7a810f-version.xml
UP0001-PPSA01409_00-JD2021PS5SCEA000	Just Dance® 2021	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01409_00/e5c8ef3d-7ecc-4693-9ba6-1b7abb43ba10-version.xml
HP2104-PPSA01540_00-BSNAX16543620005	Bugsnax	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01540_00/690e86b6-62fb-4a4e-97e1-0296f05218ba-version.xml
JP0102-PPSA01444_00-DMC5000000000001	Devil May Cry 5 Special Edition	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01444_00/8ebe4246-c7f1-459c-9d55-cce58b8446dc-version.xml
EP0002-PPSA02050_00-CODCWTHEGAME0001	Call of Duty®: Black Ops Cold War	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02050_00/57b60853-3595-4aa6-8831-36b5d604ffd1-version.xml
UP0006-PPSA01433_00-FIFAFOOTBALL2021	FIFA 21	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01433_00/4124d985-2b80-49cf-a7f9-f6b7d500cd33-version.xml
UP1018-PPSA01618_00-00MORTALKOMBAT11	Mortal Kombat 11	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01618_00/f3a53826-4db4-4320-aaa0-f510d599cf34-version.xml
EP0001-PPSA01510_00-GAME000000000000	Immortals Fenyx Rising ™	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01510_00/2ca91f4a-2a8e-4649-bd7a-e3c847ee661d-version.xml
EP0006-PPSA01431_00-FIFAFOOTBALL2021	FIFA 21	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01431_00/bdf52c2a-006d-4f7a-a4b5-597a1d82bf91-version.xml
EP0001-PPSA01660_00-RAINBOWSIXSIEGE0	Tom Clancy's Rainbow Six® Siege	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01660_00/4c589982-135f-4ba1-b08a-4055cc61c6f3-version.xml
EP0001-PPSA01509_00-GAME000000000000	Immortals Fenyx Rising ™	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01509_00/07aa8596-bbe2-452f-b6f7-5e694489f4dd-version.xml
UP4572-PPSA01768_00-HITMANGAME000003	HITMAN 3	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01768_00/a0752bfe-5d19-4cfb-9594-c72bbfb222de-version.xml
EP3969-PPSA01769_00-HITMANGAME000003	HITMAN 3	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01769_00/46ef2f3b-b0ff-41f5-b8dd-f181d6bd4352-version.xml
JP1201-PPSA02583_00-RIDE4FULLGAME000	RIDE 4	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02583_00/98e6bfb4-a84d-4e07-a278-db9ef55a3f10-version.xml
EP4356-PPSA01599_00-RIDE4FULLGAME000	RIDE 4	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01599_00/4cf06558-ef94-4cb8-9f2e-7a064c6af331-version.xml
UP1981-PPSA01598_00-RIDE4FULLGAME000	RIDE 4	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01598_00/6a655191-a820-4b47-8131-7edfc937f623-version.xml
JP0102-PPSA01856_00-DEMOVILLAGE00001	MAIDEN	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01856_00/0710ed96-6685-456c-bd44-eb1ea814fdcd-version.xml
HP0102-PPSA01857_00-DEMOVILLAGE00001	MAIDEN	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01857_00/54458757-9f56-4b92-9e30-92ad2714d338-version.xml
UP0102-PPSA01858_00-DEMOVILLAGE00001	MAIDEN	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01858_00/0a2f508a-7223-4abc-ad46-853df4657003-version.xml
EP0102-PPSA01859_00-DEMOVILLAGE00001	MAIDEN	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01859_00/16bce0ca-3f99-4bf4-819c-5f0370c9f769-version.xml
JP0106-PPSA02463_00-NIOH2CE000000000	Nioh 2 Remastered - The Complete Edition	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02463_00/c26d539f-773a-49f0-9604-5dcf9bed6ab0-version.xml
JP0106-PPSA02464_00-NIOHCEPS50000000	Nioh Remastered - The Complete Edition	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02464_00/7e5aa790-edb8-4239-90fa-fb0362950cd7-version.xml
UP4108-PPSA02093_00-RYZA200000MASTER	Atelier Ryza 2: Lost Legends & the Secret Fairy	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02093_00/d405d215-7c6c-4f80-85df-b5e9f2f0ca59-version.xml
JP0001-PPSA02699_00-DEMO000000000000	Immortals Fenyx Rising ™ - Demo	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02699_00/0a4cf805-42cd-4b9a-84d8-a7652321b29d-version.xml
JP0082-PPSA02445_00-BALANWW500000002	BALAN WONDERWORLD Demo	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02445_00/cd632d16-a5ac-488c-b333-6fbe09c73a11-version.xml
JP0700-PPSA01658_00-BO2PS50000000000	MOBILE SUIT GUNDAM BATTLE OPERATION 2	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01658_00/710873bf-4393-4efa-b69c-3c0b94a140f9-version.xml
EP0001-PPSA02587_00-DEMO000000000000	Immortals Fenyx Rising ™ - Demo	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02587_00/075c98fe-2516-4671-a6b3-73377c601df9-version.xml
EP0082-PPSA02447_00-BALANWW5E0000002	BALAN WONDERWORLD Demo	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02447_00/aa1c7cc8-42c0-4265-8ac5-60d364b9fdce-version.xml
EP4108-PPSA02094_00-RYZA200000MASTER	Atelier Ryza 2: Lost Legends & the Secret Fairy	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02094_00/14d47b9a-a640-4cc8-a793-356306b421e1-version.xml
EP0700-PPSA02451_00-BO2PS50000000000	MOBILE SUIT GUNDAM BATTLE OPERATION 2	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02451_00/89b27047-fbb2-49fa-92ea-7e15394f4324-version.xml
EP0001-PPSA02707_00-DEMO000000000000	Immortals Fenyx Rising ™ - Demo	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02707_00/9dd9101e-8dba-49c2-b4f7-ebc90d0d8e80-version.xml
EP0001-PPSA02708_00-DEMO000000000000	Immortals Fenyx Rising ™ - Demo	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02708_00/0b1cf525-01c1-471d-bb95-ff01fb924117-version.xml
UP0001-PPSA02588_00-DEMO000000000000	Immortals Fenyx Rising ™ - Demo	https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02588_00/1b1d17d2-06f5-41bd-b57f-f43a7d49c4a2-version.xml
